"feature","J_XYL_F_0001_01","J_XYL_F_0001_02","J_XYL_F_0002_01","J_XYL_F_0002_02","J_XYL_F_0003_01","J_XYL_F_0003_02","J_XYL_F_0004_01","J_XYL_F_0004_02","J_XYL_F_0005_01","J_XYL_F_0005_02","J_XYL_F_0006_01","J_XYL_F_0006_02","J_XYL_F_0010_01","J_XYL_F_0010_02","J_XYL_F_0012_01","J_XYL_F_0012_02","J_XYL_F_0013_01","J_XYL_F_0013_02","J_XYL_F_0015_01","J_XYL_F_0015_02","J_XYL_F_0016_01","J_XYL_F_0016_02","J_XYL_F_0018_01","J_XYL_F_0018_02","J_XYL_F_0020_01","J_XYL_F_0020_02","J_XYL_F_0025_01","J_XYL_F_0025_02","J_XYL_F_0031_01","J_XYL_F_0031_02","J_XYL_F_0032_01","J_XYL_F_0032_02","J_XYL_F_0034_01","J_XYL_F_0034_02","J_XYL_F_0036_01","J_XYL_F_0036_02","J_XYL_F_0043_01","J_XYL_F_0043_2","J_XYL_F_0044_01","J_XYL_F_0044_02","J_XYL_F_0045_01","J_XYL_F_0045_2","J_XYL_F_0046_01","J_XYL_F_0046_02","J_XYL_F_0047_01","J_XYL_F_0047_02","J_XYL_F_0048_01","J_XYL_F_0049_02","J_XYL_F_0050_01","J_XYL_F_0050_02","J_XYL_F_0051_01","J_XYL_F_0051_02","J_XYL_F_0053_01","J_XYL_F_0053_02","J_XYL_F_0057_01","J_XYL_F_0057_02","J_XYL_F_0058_01","J_XYL_F_0058_02","J_XYL_F_0059_01","J_XYL_F_0059_02","J_XYL_F_0060_01","J_XYL_F_0060_02","J_XYL_F_0061_01","J_XYL_F_0061_02","J_XYL_F_0062_01","J_XYL_F_0062_02","J_XYL_F_0064_01","J_XYL_F_0064_02","J_XYL_F_0065_01","J_XYL_F_0065_02","J_XYL_F_0066_01","J_XYL_F_0066_02"
"s__formicigenerans",-0.0338649574736423,-0.0711811071509924,-0.00248005189236372,0.140466667671244,-0.0118364855914768,0.248671409862163,0.00324398472540977,-0.0260062576357333,-0.062771948576181,0.0533647197039549,-0.0603470026747893,0.0148103965263516,0.0442093139574381,-0.011480376715508,0.198623751715395,0.258793869346667,0.0117090389136508,-0.030003162243063,-0.0411757844050917,0.0571550942012328,0.0358790564254014,0.00941119939847544,0.0251911884206841,0.00967247238573749,-0.0180544053374557,-0.057764305481573,-0.0169840687480593,-0.107556441862605,-0.0404645571479289,-0.0284167752996957,-0.126310599891034,-0.00516996435423705,-0.029245551820726,-0.224885493038078,-0.0723932187876495,-0.0263427805708319,-0.0104148375700303,0.0503396128692602,-0.0101585498357267,-0.035832899957003,-0.0751292260982087,-0.0303830888589508,-0.0121188028534156,-0.0168171488265749,-0.0719613582903539,-0.0033719123307108,-0.0677462218708289,-0.054289842936501,-0.0847448825776307,0.0253035376211681,-0.0534122397597748,0.0368782230174835,0.169056474590387,0.1312907684798,0.0148485013621385,-0.0317342555659031,-0.176119102417388,-0.243413650607553,-0.0644169896757782,0.0706681504432814,-0.104231380166053,-0.0368336756942539,-0.009642517863745,-0.0106140335523862,0.0524159759553852,0.0769046461105313,-0.0995868548658949,-0.0516941254849206,0.118977181787532,0.00428457744444077,-0.0627059302396837,-0.0571559681489966
"s__obeum",-0.000281551017503986,-0.0526900769898616,-0.0331542710379902,-0.104431537395004,0.0796379102238567,-0.277721790155228,-0.0422976222026044,0.109945174571557,-0.0292542774557202,-0.0696372365457956,0.0990677253860951,0.0995024317561419,-0.149695518625155,-0.0723572080764719,-0.12180753626828,-0.205944389344873,-0.159516040177386,-0.112540199793595,-0.0160412215218407,-0.0877869408115366,-0.0101035258365558,-0.0331644742301452,-0.0610085524349274,0.029342208538274,-0.0325582971840016,0.0191531211127282,0.0346000471435292,0.0862842047848675,0.0743242886886293,0.0399774914941214,0.363021999535618,0.0451783174560617,0.0668683904710577,0.0957897788770183,-0.00402889479842632,-0.0228986010716456,0.0208382939008862,-0.0249030864069526,-0.00984891409474788,-0.0114723092676595,0.0114234508906546,0.0307310205837163,-0.0648993988263109,-0.044683275713238,0.0289807990806663,-0.0726012726435021,-0.00244615645651367,-0.0462338780547161,0.0171161202557152,0.18586817757378,-0.119325312742402,-0.0103782613564168,-0.139854140871227,-0.0660142474008151,0.121709111675897,-0.0303958210498577,0.123551082972989,0.290141042394292,0.0720552521978627,-0.0355821500913432,0.0770159341473684,-0.0554512961823397,0.0189061654990724,0.0332101142161403,-0.0690246960508692,-0.109977051330257,0.0595183058379865,0.0152433347398945,-0.181987423009432,-0.122716677089915,0.0725549634099576,0.258952905995546
"s__torques",-0.00471856780566093,-0.0568315479352881,-0.00720277716585449,-0.0164278944816828,0.0831103919643315,-0.00236230283519946,0.0367591595778433,-0.0439846624609075,0.0351858254137733,-0.0186535248242263,0.0364234087579543,0.0386592649541134,-0.047376778677132,-0.0420634400456992,0.0415000346936229,0.0707709225308146,-0.0145597611372825,-0.0259476341148298,0.0518041683762999,0.102956677962528,-0.00380635447852455,-0.0477386760860401,-0.0340737755456769,0.144181588392513,-0.0413095463805721,0.0121074273811369,-0.00169805701093889,-0.0205203377969408,-0.0225103388940051,-0.025305748966819,-0.120990674246368,0.00832303982013922,-0.00796678562884657,-0.060595221523891,0.00225053197266879,0.0792563567638844,-0.0621201284095709,0.0624369189344045,0.0616040378733822,0.0119553747871505,-0.034804250045065,-0.0225499693911442,-0.00312644060015742,-0.0310620316129218,-0.0550113553399504,-0.0131741089066386,-0.027332883752674,0.0103703054462718,-0.0327572078577491,0.134161328668649,0.0362898499139226,0.0605059036068441,0.0160782540026056,-0.0396648911787087,0.102044776307321,-0.0188622693766628,0.00475767252173014,-0.0619876209980268,0.00935269821324533,-0.0227571634807059,-0.0563627485845338,-0.0117848549295826,0.0534986872850875,0.0137104431603203,0.0326570008651141,-0.00420604459245382,-0.0108230514395867,-0.0402325605616743,-0.0030135674124987,0.0264816202933341,0.0111097143173296,-0.0436907559397611
"s__eutactus",-0.0234294355586328,-0.0835939459250479,0.00753548037215857,0.10752454809323,0.0619152810707349,0.278436648777775,0.0750467459977169,-0.134219673998478,0.0320902749273229,0.0408101400639492,-0.0367697818287737,0.00418876003226289,0.0420649163576639,-0.0222853633793776,0.225172399614214,0.342400774642602,0.0754574132728608,0.0125873536475641,0.0581586203842724,0.217451343837293,0.0187244525511337,-0.0412726523610999,0.000806706424806389,0.183612290413876,-0.0468627440477995,-0.0236690055358437,-0.0302756046814689,-0.130657697077008,-0.0925826021760108,-0.0710366578926503,-0.430913159454537,-0.0166300068765701,-0.0630334542147169,-0.249801056544412,-0.0314732945513815,0.10667697827935,-0.101006591177491,0.123988303137767,0.0837119750227177,0.00439310432048699,-0.0916483240447142,-0.0631350027668627,0.0259097421599707,-0.0255860178162734,-0.127203146314845,0.0210634252105496,-0.0700308990910588,0.0123140586867251,-0.0969462140936743,0.0904523157228732,0.0887124514980976,0.106414243102559,0.185845411627946,0.0499333046207142,0.077563129186811,-0.0246447058968293,-0.152119477620255,-0.369791268433329,-0.0603625022923264,0.0250003033591848,-0.172287937924735,-0.00364489783750793,0.0569239461104338,-0.005411525176514,0.109420066876004,0.0948786250472655,-0.098517662818557,-0.0892265497599695,0.158136144128456,0.10664343336559,-0.0573952171820978,-0.232979802285226
"s__parvula",-0.10233073808719,-0.301040266334348,-0.0884848653298761,0.182535422076585,0.0809329186965378,0.0435718752594252,-0.145288718886945,0.263055350815536,-0.317059955765704,0.00322406480541574,0.0332761813703175,0.269308122497937,-0.207464362300406,-0.182098546546816,0.253294525760213,0.184228145723549,-0.374068433934712,-0.366827980741706,-0.232445642028187,-0.172803176632836,0.0906133151882743,-0.00450341803976552,-0.0449730605409021,-0.0559572504783644,-0.0970099979939559,-0.144994979351733,0.0410710481616895,-0.0848983774947094,0.0972597107118807,0.0464219662134135,0.7130364375717,0.0952766495389399,0.096045460542323,-0.384145557797528,-0.24207766056727,-0.235427961460591,0.0941495555603455,0.020713231684796,-0.129083305328084,-0.157659400465499,-0.166830695849428,0.012258564995808,-0.208728898530722,-0.137355299748119,-0.0865913925298742,-0.190237284249303,-0.189258572302574,-0.307362842686408,-0.1842878551756,0.424625048695874,-0.530280944372122,0.0193481996687397,0.140624182739118,0.283186890157702,0.256352318364058,-0.160145696596222,-0.230524434177725,0.0800678395709961,-0.0209988699556912,0.153906808625576,-0.0581810436625088,-0.251549876970112,-0.0410602231984477,0.0398133223759166,-0.0569188806299471,-0.0471350972810773,-0.142604719434712,-0.0763350470076603,-0.108685708883051,-0.345868528935363,-0.0162666104531087,0.563876245218134
"s__palleronii",0.0411503187346873,-0.00860196631713329,0.0193593418117912,-0.165881986231649,0.203251591292076,-0.0942880531423507,0.167608184759384,-0.233905510433914,0.25720856235054,-0.0690054788860413,0.105201183547523,-0.0134353563654048,-0.0548473525937554,-0.0356842617721757,-0.0488046576533804,0.0482277856487071,0.12082056021074,0.0967756736971973,0.261018140939575,0.352749686164761,-0.060708515821095,-0.136023219657603,-0.083705724687174,0.431098681674001,-0.0693491818061091,0.114308101448307,-0.0183042375146466,0.00886584648541411,-0.0957299349629866,-0.0844997121240273,-0.623696019483755,-0.0170813569236047,-0.057017866076677,0.0596876547763736,0.133276540710121,0.336138665699172,-0.214979328750665,0.15413745186171,0.234609246613461,0.113448461178755,-0.00435073402446267,-0.0610411222505759,0.0867207808034744,-0.0227853849195491,-0.0980124033430007,0.0476401187800287,0.0247291846316768,0.180193605587968,0.0118147564895027,0.185955706058726,0.352014477727185,0.152961573092049,-0.0629970889027402,-0.273769708317385,0.172096480154537,0.0259959537424112,0.16378302824727,-0.1443581755147,0.0535138132856972,-0.152004592637791,-0.105536939056978,0.0878762643732879,0.172566680364948,0.024213129541249,0.103399657864977,-0.0122288489090308,0.0596926293650595,-0.0661892787189073,0.00679974479462453,0.226824534323943,0.0559363679441049,-0.35747845989953
"s__mucosae",0.012433175468898,-0.00915289869379628,-0.017523940283069,-0.112789547004723,0.0606109837741225,-0.243319298050484,-0.0168803550923856,0.0598243715261639,0.0157580822831711,-0.0606032580283913,0.0817773121012381,0.0526488900391039,-0.103641186847258,-0.0404373381301482,-0.134744886213099,-0.197228296930173,-0.0901656089300235,-0.051202790003876,0.0169834811981275,-0.0503399998702771,-0.020119973518457,-0.0293039601962182,-0.0476528818101569,0.0365803162281894,-0.0169976208499159,0.0349371701748964,0.0244271972468396,0.083880268567651,0.0507583241310832,0.0276329189349267,0.217763170957202,0.0270027271342542,0.0449752099208572,0.128272033134348,0.0269468167484535,0.0123324703193889,0.00413107654716342,-0.0219913841284803,0.00963863565686844,0.0102972889045247,0.0296075745045837,0.0240809254414147,-0.0295147518564918,-0.0220086917952348,0.0339648642062038,-0.0387356588648918,0.0207724539031741,-0.000760230602142808,0.0367318219913739,0.110083836100816,-0.0346156049836455,-0.00944365170414331,-0.136865540101813,-0.0932224363829924,0.0752405464881232,-0.00654423210801273,0.134811882965348,0.23647867757971,0.0646135051185503,-0.0504487789383727,0.0714921000803907,-0.0163277364688597,0.0229816457431091,0.0238699404226964,-0.0509616224718339,-0.0883880638666626,0.0684914960544638,0.0213736613835065,-0.14229626801722,-0.0609246381255115,0.0645027071662277,0.149728963228481
"s__putredinis",0.00499558779682738,0.0505619819069237,-0.00054574345215266,-0.00738107671571966,-0.0744504929775507,-0.0683752381370594,-0.053399449808447,0.0794026302901277,-0.0488134728319116,0.00350501779292132,-0.0161799928818847,-0.0178584404286555,0.015167130405504,0.0290009094854315,-0.0779171987150797,-0.133225873342315,-0.0254604792356712,-0.000354148244778724,-0.0641723530134775,-0.140931871252852,0.00206154489207429,0.0461273215054125,0.0232124408408003,-0.157703921130588,0.0386216999713751,-0.00942040547792744,0.0109508226371347,0.0453405715278442,0.0451452901530308,0.039371294904567,0.233920510043015,0.00236906118252665,0.0265811072534249,0.092676863232989,-0.00439860611189138,-0.0973654691346407,0.0767604956170328,-0.0777910793279097,-0.073465393627136,-0.0171414932641129,0.0422264636584683,0.0337341009591874,-0.0137449783071254,0.0236502896819842,0.070121910871258,-0.00415815311334347,0.0300439455667904,-0.0247296564274178,0.0412861586135067,-0.104525974925674,-0.0738709940921276,-0.0718601996316794,-0.0538119480564077,0.0293987747596589,-0.0847639011959967,0.0132747889908896,0.0254868480765296,0.145625291855853,0.00770389235587968,0.0174271244572893,0.0840800419482849,-0.00155023919902691,-0.0565259387108642,-0.00704800640431447,-0.0552696985716089,-0.0235424487239188,0.0271877679858759,0.0497149388445861,-0.0435751289931653,-0.0629119173452231,0.00583619432417462,0.118259755967923
"s__citroniae",-0.00969769368570192,0.00399821483510705,0.00500199293031115,0.064458850540157,-0.0462292782220017,0.110540392904958,-0.010982941817832,0.000481512438278917,-0.0342817854474178,0.0323015750247798,-0.0447723094975406,-0.01972346093331,0.0481122529156876,0.020042807649387,0.0613798442789985,0.0768331397600797,0.023691713354163,0.010139469427854,-0.0349953301677539,-0.0166909017476521,0.0149033385499641,0.0264001250130931,0.0283869076647289,-0.0605734076002412,0.014093305593996,-0.0267855404591425,-0.00807331020423488,-0.0357808896056857,-0.0106816996340333,-0.00242465593693475,-0.0227530295381206,-0.00914212235866237,-0.0123660228921799,-0.0601489975349877,-0.0257008288449192,-0.0409799832119167,0.0211147503412458,-0.00707555159673162,-0.0289476416980899,-0.0165442621737619,-0.0121558475044568,-0.00350203802705577,0.00259773618252711,0.0111749566366294,-0.00392362026423981,0.0105591134238163,-0.0116148418316843,-0.0193366027897245,-0.0168389707564552,-0.0640646726829398,-0.0239267710861274,-0.0121390387914013,0.0634909770122276,0.0679498245977597,-0.0485964578171949,-0.000395812569837957,-0.0734461686853484,-0.082336658311468,-0.0323699529187849,0.0371784415948998,-0.018571608614034,-0.00306973964910997,-0.0277349654875095,-0.012316913971933,0.0100513417290171,0.0376952358618682,-0.0348996984957921,-0.00204460187229578,0.0578254835807428,0.000528456921558923,-0.0325681116736201,-0.0229802843453255
"s__bifidum",-0.0587594254628397,-0.233015422565964,-0.0893170653346773,-0.0177599962252467,0.138398069027797,-0.300380816125376,-0.133107716054547,0.27976818094982,-0.215996196390492,-0.0794707244662301,0.134563433587793,0.269963953534806,-0.293287155341925,-0.18826773610887,0.00153053313117746,-0.136912619965536,-0.400481305632084,-0.341157541359478,-0.152381136988415,-0.20303936359005,0.0400146625968948,-0.0407608445060243,-0.0967001465408268,0.000385208904770451,-0.0930192137371557,-0.0606152109377296,0.0640310192469423,0.0528267356194181,0.142971151489707,0.0737161834411404,0.834509049413604,0.107268745357582,0.133341625901088,-0.106540716173238,-0.143128823231383,-0.162499235046263,0.0790895968753596,-0.0181967353535378,-0.0861786808872994,-0.103726746062703,-0.0815010708486154,0.0433180158160791,-0.195294282625916,-0.130426861235595,-0.0147873969870565,-0.193606542505591,-0.110671773542705,-0.229998692670965,-0.0848401109856432,0.458591046835399,-0.443402737218183,-0.00193601840911879,-0.08366201839066,0.0850989636793387,0.287691818764901,-0.126887462845659,0.012886425739109,0.386496734613618,0.0722715659829851,0.0466123326172635,0.0577393371619591,-0.208584454968317,-0.00206648476090761,0.0614702575746801,-0.113844037651369,-0.155711375065538,-0.0116475511733493,-0.0252214402427213,-0.275264131627917,-0.34182416339014,0.075537648279503,0.626267678997255
